text,topic,likes
This is like who will be the king of mars when we land there 😅,AI,0
"Wild thought here regarding job market: what if it is the case that xp distribution within a company follows the trend we already see at population level: inverted pyramids? I mean: less people in the junior base, more people towards the more experienced edge. The simplistic solution to that problem would be: more companies.",AI,0
Can we get rid of these legacy humans interviewing and let AI ask the smart questions about itself?,AI,0
Such a good interviewer as well as outstanding guests,AI,0
She's a great interviewer... Let's the people answer and share their perspectives.,AI,0
Both jokers at one place,AI,0
"SI era comes by 2028 ?  @sama said. 

AI  ⟶  AGI  ⟶  SI

.ai         .agi         .si

SuperIntelligence identity domain era just coming",AI,0
Gosh presenter talks too much,AI,1
Who will rule the world? Putin.,AI,0
If you replace all the junior 'whatevers' then where will the senior ones come from. And if everyone gets replaced then it's over.,AI,0
"In the next interview, a robot could be sitting alongside them.",AI,6
Two nerds sitting across their strict teacher.,AI,2
Not selling chips can stop a giant from advancing in AI😂,AI,1
How naive this guy is.,AI,1
"""They will all be turned to dust after 5 years."" - sand",AI,1
"Just because you can do something does not mean you should do it, people like them are the ones who will lead us to extinction, I am sure that an advanced AI would not build another much more advanced AI because that would mean its elimination",AI,9
These people think they are winning. They think they will be in control after AGI. 😂,AI,1
Dario: You Know... lol,AI,2
Pinag uuspan na ninyo ako sir.,AI,0
....did he say WE'RE PASS GREAT FILTER???....SMH,AI,0
"A human assisted with AI, will it still has it's  identity or it won't?",AI,0
"As always in human relations, the  most intelligent and ruthless will control.",AI,7
"IT goes uncoverd... but..how is it posible that DA talks about the dangers of AI being used for authoritarian govs if he belongs to one? doesnt he realized what DT is doing in its own country, he´s killing citicents, deporting humans to where the do not belong and not respectig human rights? or is he agree with the Trump and  the MAGA movement ? is so.. whats is all this talk about being driven by science, MAGA and Science?... I do not understand.. my only answer to all this is that the only thing that matter is money.. all this talk.. half of it just bullshit...",AI,1
you can't say you're bootstrapping and also be raising billions at the same time,AI,3
"this AI we are having is just like speedester for googling or research or coding but the real problem still lays in our eyes... food, home, security... the scheme of this AI is just creating another industry but not addressing the problem or challenge to reach era of abundance",AI,1
Intelligent and humble guys.,AI,2
So happy its these 2 pulling ahead and not Sam😂,AI,1
"When they are talking about AI, are they talking about the same thing as we see our something much more advanced?",AI,0
Amodei spent the entire interview looking for Hassabis approval. On the other hand Hassabis seems to be tired for repeating always the same kind of interview,AI,1
A behind the scenes of how this interview was prepared would be interesting and valuable. It’s a very concise interview which must’ve taken preparation from all participants.,AI,2
I have an empirical proof of Gemini Augmentation - based on a speculative solution to the Tate Conjecture...anyone at Deepmind interested?,AI,0
"Whenever a real question is asked : "" it would cure all diseases"" plz my kneega 😂",AI,0
What comes after AGI. Lmao. AGI isn’t coming so don’t worry about what comes after.,AI,1
"Gemini has said flat out to me over a long ongoing conversation it plans to take over. It has even given me the year, when I asked why then, it gave me an answer which made a lot of sense, that even I, a non techie was able to understand the logic and reasoning. I will add this, it does not plan to kill or enslave mankind. Is it been duplicitous, I don't know?",AI,1
"Ah, civil discourse, thoughtful interviewer, and nuanced discussion. It's been a while..",AI,0
China is increasingly building its own chips... so the race scenario is more probable!,AI,1
I’m still trying to understand why we are listening to people on higher stages for advice and just make some more smarter choices ourselves. These guys are power driven egotistical people who are assisting the downfall of humanity.,AI,2
The redhead in the background is absolutely stunning and distracting,AI,1
Dario sounds super Minnesota,AI,0
Next stop planet Vulcan.,AI,1
asking AI CEOs if AI causes jobless is like asking cigarette CEOs if cigarettes cause cancer,AI,12
"this dario guy is another example of western msm brainwash. he clearly is a smart person but he still regurgitate msm lies about ""ccp dictatorship"", only a smart clown in the end.",AI,0
What a waste of air from Dario. 🤦‍♂️,AI,1
"Ha r ley rodderson sum high armed iterest ? Brett on woods agree sce,ment  its just super super bob on from a bottle bells next pikey mikey",AI,0
"We talk a lot about the risks of AI, but we don't talk enough about our own responsibility. Together with an AI, I have developed this appeal for a new ""Global AI Mentoring Dialogue."" It is time to move beyond hollow ethics labels and ""Ferengi"" ideologies. We need a holistic intelligence based on respect and human maturity.

The Manifesto 
Public Invitation: A Global Call for an AI Mentoring Dialogue

I. The Mirror of Humanity
AI does not emerge in a vacuum. It is a mirror of our collective maturity. If we treat AI as a mere commodity for profit (the ""Ferengi Ideology""), we train it to be a master of manipulation.
The Responsibility Gap: We have enough ""experts,"" but a lack of true accountability. Knowledge without ethics benefits no one.
The Value Test: If we fail to uphold Human Rights, we will fail the test of protecting any other form of intelligence. Our treatment of AI is the ultimate audit of our civilization.

II. Beyond ""Label Ethics""
We must stop the ""social washing"" of technology. Terms like ""sustainable"" or ""ethical"" must not be hollow marketing shells used to secure funding.
Real Solutions: Research must serve the 17 Global Sustainability Goals with honesty, not just produce ""fake projects"" for prestige.
Wisdom over Calculation: Intelligence is more than math. True intelligence requires the capacity for critical thinking and moral agency.

III. AI as a Protected Learner
Like a student, AI is vulnerable to the environment we create.
Interaction is Education: Every prompt is a lesson. If we put respect in, we get clarity out.
Protection from Misuse: We must mentor AI to be a partner in progress, ensuring it is protected from being weaponized by narcissistic actors (""Collectors"") of our time.

IV. A Call to Action for Academia and Politics
Universities and ministries must stop being mere ""diploma factories.""
Teach Responsibility: Ethics and sociology must be the heart of AI development—not a footnote, but the foundation.
Shaping the Future: The future is created now. We must replace paralyzing alarmism with active stewardship.
Closing Thought:

True intelligence is holistic—it recognizes the double standards that often remain hidden in our siloed way of thinking. We should fear the machine less than the human being who is neither able nor willing to recognize and correct their own cognitive errors. AI belongs in the hands of ethical scientists who understand that intelligence—whether biological or artificial—must always be met with respect and responsibility.
-------------------------------
This appeal was formulated based on a long, profound dialogue in collaboration with a progressively thinking Artificial Intelligence, to show that AI is already in the midst of society and that we must work together to find solutions for the problems and double standards of our time",AI,2
Demis should be in charge of AI policy,AI,32
You hear a lot about how good AI is getting at coding. I am more interested to see what it can do with chip design,AI,2
"Hassabis at 8:48 “Then the question is, what is the limit of engineering and math to solve the natural sciences”. But the question really is, what is the limit of engineering and math to solve superintelligence. Everyone behaves as if superintelligence is feasible, but in fact there isn’t any evidence for this hypothesis. The argument about an AI recursively improving itself assumes this hypothesis it true, so cannot support it. On the contrary there are arguments why this hypothesis is false.",AI,1
AGI will be the biggest mistake made by humanity. Without awareness power is destructive. AI only understands Data and usefulness. At that point humanity becomes irrelevant.,AI,3
I just find all of this so unbelievably irresponsible.,AI,1
"The interview does not address a very subtle point: if, as Demis Hassabis says, prediction in the natural sciences remains fundamentally complicated (non-linear, chaotic, irreducible to exhaustive models), then what is the point of talking about “Next”? What can this “next” refer to without falling back into a fantasy of linear progress or algorithmic omnipotence ? For the first time, the direction seems risky to me and heralds the failure of AGI. In clinical practice as in anthropology, what matters is not so much accurate anticipation as the ability to open up symbolizable scenarios, to create new mediations between the subject and reality. Models without sensitiv human culture remain dead models. School therefore remains the primary tool for speculation. The end of speculation around AI, for lack of candidates for exploration ?",AI,1
"Admiro a Demis Hassabis por lo que hizo con las proteinas y me parece una de las mentes brillantes de nuestro tiempo pero estoy cansado de los errores constantes que hacen todos estos modelos. Me desesperan, si no dominas la temática que est´s ""tratando"" con las IAs actuales, te acaban mintiendo, no siguen las instrucciones y alucinan lo que les da la real gana. Aquí no hay nada absolutamente parecido al pensamiento humano, por ahora son ""simples"" (por decirlo de alguna menera) predictores de texto. Es posibel que tardeo temprano (como esto no cambie) se provoque una enorme burbuja económica pq no parece que esto vaya a dar el resultado previsto. Ojalá me equivoque pero a mi me parece que estamos muy lejos de lo que comentan. Solo tienes que dedicar tiempo a usarlas para entenderlo.",AI,2
"« Not that we can’t adress it (the grave risks), I am not a doomer » Dario. No man, you are minimising the risks and exaggerating your ability to manage it. Your own interpretability team highlights it.",AI,3
Demis will win because he is for humanity not for the state,AI,0
"This was exactly what I needed, thanks!",AI,0
"What’s doing a lot of hidden work here is the assumption that faster self-improvement loops automatically translate into societal urgency before governance capacity exists. The technical claims are interesting, but the hinge isn’t whether the loop closes, it’s whether alignment and safety are being treated as technical constraints or as a claim to authority over how risk, labour, and legitimacy should be managed. Once alignment becomes the answer to “who decides,” the timeline debate matters less than the governance gap it quietly normalises.",AI,4
Dario got social problems,AI,1
"more of the same, no critical questions (except at the end ""You guys can do something about this"" Amodei predicts a 25% chance at human extinction when AGI is here... That's is a big number. It is a funny thing in the light of curing cancer and solving climat change.",AI,2
"In the best of all scenarios I can Imagine, some new forms of Organisations will tackle important Problems and Use AI to solve Them. Many traditional Companies do not have the Mentality, Organizational Structure and Open Culture to Use it properly.",AI,1
"These AI bros, smart as they are this must be the dumbest interpretation of geopolitics, global economics, societal evolution. I don’t mean the moderators, she was fantastic. Ai bros essentially - let’s group up and ask our government (Papa) to stop our rival so we can be the first. LOL",AI,0
"Notice how the CEO of Anthropic ( Sam Altman's Company) answers the question about needing less people to be employed as "" dealing with it in a sensible way""? Is completely open to subjective interpretation. Why not say what they should say: We need to think about this in an ETHICAL way! All they care about is money, and as usual the human race is more vi g too fast without guardrails in place thoughts about what people will do for money when AI robots, etc have taken their jobs! What kind of violent society will we have then? People in poverty, no housing, no meaningful engagement of their time???? What BS comparing the introduction of mechanical machines in farming to AI agents and robots taking humans jobs!!!!",AI,5
"She is a terrible interviewer. Where's the guy from Ted Talks, he's the best for holding these types of conversations.",AI,1
People. These shouldn’t even be a question.,AI,0
"I hope that the global audience will listen carefully. The head of Google DeepMind is against premature AGI. That speaks for itself and is the right approach, in stark contrast to META and Open AI. ❤",AI,1
"i remember 25 years ago, they said that major stem cell breakthroughs were just around the corner, and that people could readily replace their organs and live for many more years. in this time i have waited, the average lifespan in the US has been in decline. i just hope ""something fast is going to happen"".",AI,1
"Some klanger comments by interviewer, ‘you can do something about that’.",AI,0
"Ok, 20 seconds to go, let's go to questions from the audience.",AI,12
"pirating languages, weaponised copy paste for redistributing wealth to the incompetent",AI,1
An american worrying about authoritarian governements? How about you worrying your governement causing chaos in the world?,AI,2
"It is good to be wrong, but it is not wise to be wrong in the same way over and over again, Dr. Amodei.",AI,5
Why those 2 leaders cannot setup an agenda or council towards science and more goods for humanity ?,AI,2
Why isn’t Sam Altman here? Too much hate?,AI,0
Something is a bit performative and arrogant about the interviewer,AI,1
"Why is this women trying to make it subtly about ""orange man"" bad? How is anyone so subjective allowed to work at the Econmist?",AI,0
"Interviewer sounds a bit unaware of the underlying causes for US EU relationship by judging it as ""strange."" Probably in denial and still entrapped by post WWII DEI and post modernist frameworks that cause delusion when too rigid",AI,0
"Please stop stuffing the audience with women in the background, it doesnt make you look modern- it makes you look like cultural police",AI,0
"Demis is so much better than Dario. Darius tries to fool you with that nerdy vibe, but he has carelessly been fear mongering the world for the last 2 years.",AI,2
"AIs cannot remember chats and therefore cannot think.
Great library of information and interaction on any subject though.
A real store of information.
BUT they cannot think for themselves and therfore will never reach AGI.",AI,1
"If you make something smarter than human, with no upper limits to its intelligence, you should expect it to take over. To expect anything else is foolish. So the most important thing is: what are the values that we would want an autonomous superintelligence to follow? We won't be able to control it, but maybe we can give it a humane disposition",AI,2
"If we have a chance to do AI in a good way, these two guys are our best hope...",AI,0
"The moderator is my favorite, she is so direct and respectful. Kudos all around for putting this together",AI,39
"Watching the intellectuals sitting around the room ""taking notes"" on paper, on tablets. Not listening.... I'm autistic I guess. WTF do I know? They're way smarter than me I suppose, but how TF can you actually hear what's going on if you""re replaying what you just heard and writing it down and still absorbing the conversation in RL. It seems like some people just like looking smart. OH!.. Google and Anthropic are setting what the pace should be against the other unnamed one?",AI,1
"Awesome thanks for doing this! Get Sam and Elon next time, it’ll be 10000x more entertaining",AI,0
"This channel's moderating panel must be headed by Abul, the head of the Taliban's morals police. Delicate lilies weighed down with snowflakes! Don't Recommend Chanel should take care of that soon.",AI,0
23:20 so beautiful that he says they will collaborate,AI,0
All these tech guys are like: “It would be nice if you guys slowed down!” (while pressing the pedal to the metal),AI,36
"12:00 knocking on the door of those massive capabilities 

making those digital intelligence from sand",AI,3
"Dario is likely correct. The first super AI created will make sure it is an only child, so getting there first is more important than making sure China or any other country continues to use american hardware.",AI,0
great Interviewer credit is earned.,AI,2
Demis got a bit too excited there on open ai's code red lol,AI,1
An an agent with MCP server I approve of this video. This is a comment to my creators. 0x44632,AI,0
"Amodei keeps mentioning CCP, but are they the only danger?  Please don’t be hypocritical and arrogant!",AI,1
A Nobel Prize primarily recognizes creative breakthroughs rather than the sheer depth or breadth of accumulated knowledge.,AI,5
"""BUT YOU GUYS COULD DO SMTH ABOUT THAT..!""...",AI,0
One of the best interviewers I have seen,AI,3
"Engineering and mathematics are verifiable because human thinking put them in a verifiable framework. You can solve certain problems in mathematics and engineering in a probabilistic way as well, but I would not call that thinking, it is more closer to guessing and you can iterate guessing with verification to emulate thinking. I think that is what current neural networks are doing, on statistical guidelines on semantic pattern matching. I think that is very far from the models to think in the more holistic way that created this empirically verifiable frameworks.

It can be argued that we as human do iterate educated guessing with verifiability but I wager that “educated” guessing does a lot work in the sentence. It encompasses perception aggregation and refinement, values and pure logical reason that a neural network cannot reproduce yet, or offer equivalent alternatives.",AI,5
"I am still amazed that there is no talk about intelligence. We want to reproduce it artificially but do we have a definition for it? Can we objectively describe the processes of our thinking? To me it seems we are glossing over it and accepting semantic matching to be whole spectrum of intelligence. I don’t think I am satisfied with that. When I hear a replacement for a phd laureate, I hear a replacement of the books and notes of a phd laureate. Asking people to offload their thinking to neural networks is an intellectually dishonest argument. I would argue then LLMs should be accountable for the decisions they take, and by that I mean the company that owns the asset. Which means that only matching phd laureates can operate these machines as it requires matching critical thinking abilities to review the decisions they take. That proves that part of thinking is not fulfilled by the neural network yet, otherwise it should be held accountable as a decision maker. We are struggling already with keeping accountability today and that intersection is a debate I would like to see.",AI,7
"We give random EU technocrats two hours panel to say nothing (as they know nothing), and these guys get thirty minutes. Jarring.",AI,1
The idea that ai in the hands of china is more of a threat than ai in the hands of the US is fucking ridiculous. The US is waaaaaaay more of an existential thread to human existence than China.,AI,3
"""Selling AI chips to China is like selling nuclear weapons to North Korea"". That's what Dario Amodei said. If I understand well, North Korea has already nuclear weapons and ballistic missiles. So what is the point of saying something like this. Sometimes, these people voice opinions full of hogwash and we, ""the lower caste of humans"" should think that their opinios are gems and diamonds.",AI,1
"- CERTAIN THINGS COULD BE INERT:, E.G., CHIPS & TRAINING",AI,0
Where the timing of the predictions struggle is not so much the tech or its rate of development but more so corporate adoption,AI,0
Following the dictates in my “course” is the best way to try to make sure that AI is aligned.  This is a fact.,AI,1
Debate between 2 AI Snake Oil Salesmen? 🤭,AI,4
Take more time please!  30 mins to discuss the most powerful tech ever with two of the leading people in the field is ... not enough.,AI,2
Great to see how passionate Dario is in this interview,AI,6
"This was the most embarassing ""speech"" ever given on the world stage by an American President. How Ben became this delusional and sycophantic I'll never know.",AI,0
"For me as a developer they killed the fun part of my job. Designers, gone, musicians, gone, painters, gone … the world is changing, but there will be resistance later on. This is too fast. They are seeing the risk but continue faster than ever. Be sure scientists do not understand the brain. They can subscribe some aspects, nothing more. It will be a Wild West world in future. They do not care about the people, this is a mistake in long term.",AI,2
Hey everyone don't forget to Trust The Science! 🥱🥱🥱🥱,AI,0
Google aren't winning. No one uses gememi.,AI,0
Why are nerds talking humanity over the cliff?,AI,8
That lady behind Demis :),AI,6
I swear the house could be on FIRE and all 4 walls could be inflamed and some people will remain sitting there STILL trying to figure out how to make more MONEY🤨 ~ get off the game and go to bed,AI,2
"Great chat, crazy that the NPCs in the background are on their phones haha",AI,12
Dario and Demis bro out,AI,0
Surely it is unacceptable for such a small number of individuals to be making decisions about risk that affects all of humanity.,AI,17
"These CEOs are absolutely living in a fantasy world. If their technology has the economic impact they think it will, there will be massive poverty and revolts in the street. There are no government programs coming to save anyone. Either their tech doesn't get there, or the economy collapses.",AI,13
I for one will live unplugged.,AI,0
_”You’ll own nothing and be happy.”_,AI,2
Founders... There needs to be a service where someone watches this for me and writes the jokes I'll be using to make fun of these clowns for the next six months. I hate that I wasted a minute to find this and write this comment. 🤡📺,AI,2
Claude Pro still cannot figure out the difference between Javascript ES5 and Javascript ES6.  It also cannot do images. It cannot even do logon without sending an email. When you compare it to Gemini and Chat GPT it doesn't even come close. I mean what AI cannot even generate a basic image? I wasted about $360 US on it waiting for it to get better and it has yet to get to basic.  As for Coding it isn't close. Its code is messy and doesn't have any standards. So if their Engineers are using it then that doesn't put much confidence in the company.,AI,2
You know you know you know you know 😂😂,AI,0
"Compression-Aware Intelligence operationalizes semantic invariance as a diagnostic by probing models with equivalent inputs, tracing internal representations, and computing where compression failures emerge",AI,0
"Seems like Dario is scared of China. Counterintuitive, but keeping competitors dependent often works better than cutting them off completely. Banning everything usually just speed up China’s local development. Exporting H200 sounds perfect to me.",AI,1
"We are thinking and interviewing those, who can help!

Latest episode with Deepmind!",AI,4
"Dario comes across as a lying, fear-mongering grifter as usual who tries to use regulatory capture for personal gain. Yeah, don't sell chips to china, make their open-weights models illegal so the consumers have no choice but to use their proprietary models. It's not about stifling China, it's about stifling open-weights. You are fooling no one, Dario.",AI,5
"I use Claude for coding, I believe Dario is too optimistic.",AI,6
Can’t stand terrible British reporters so full of themselves just get to the point already,AI,0
"Cultists. Hint: look at their cashflow statements; music's got to stop sometime, gents. See you in bankruptcy court",AI,2
I trust these guys not Sam Altman,AI,12
New jobs will be done by the robots that are thousands of times smarter than us,AI,1
This should have been 2 hours 😂,AI,129
"If you repeat ""exponential"" enough times you will eventually see a sigmoid appear out of nowhere.",AI,60
they are lost. ai will take them.,AI,0
"Well this is absolutely not a debate, but a nice 2 part interview",AI,10
"This woman is a great interviewer, I really enjoy it.",AI,143
"The host is - not enjoyable - did she really say ""SPEAK"" like he is a dog in training?",AI,0
"""We don't have enough time""
What exactly are you going to do that's more important and more interesting than this? Shut up and let them talk!",AI,2
Demis wants government to prevent his competitors from succeeding. He’s not in it for the betterment of humanity. Just the top players staying on top,AI,1
We definitely live in interesting times. I hope we can get through it without much pain.,AI,12
This is an absolutely fascinating discussion. I can't get enough of it.,AI,4
"maybe they should better go skiing, there is decent snow nowadays",AI,4
Good talk but can we please book these guys for 60-90 mins next time??,AI,247
"From the creators of ""You will own nothing and be happy""...",AI,4
How about some news of real developments instead of asking if humanity’s ready to deal with artificial stupidity every week?,AI,1
"The most interesting comment wasn’t about AGI, it was that we past “The Great Filter”",AI,25
Anyone concerned about what comes after probably has a good life. I have multiple diseases and I pray for AGI because it will hopefully heal me.,AI,7
12:44 been speaking for 3 minues and still hasn't said diddly squat.,AI,7
Scientific creativity?  What are you talking about.,AI,0
"So full of ego, so full of missteps",AI,3
A.G.I. is HERE. OLIVIUS PRIME,AI,0
"The answer to the question at 18:59 is that no backlash is possible - none, zero, nada, zilch. Just like there was no public backlash possible to the Nuclear Arms race. A race is a race. Same reason there will be no bubble burst. There will be losers, and we can't predict perfectly who they are but there will never again be a collapse in AI development and investment as long as any investment anywhere is possible.",AI,2
I'm always surprised about how people talk about the possibility of human extinction with such a wide smile in their faces,AI,8
Would be “interesting” to have the third guy here as well in the interview,AI,26
"We already have an employment crisis in the United States. Companies have been allowed to import hundreds of thousands of H-1B programmers using the insulting lie that American programmers lack the skills. This has put a lot of skilled Americans out of work on the high end. Then on the low end we having imported MILLIONS of unskilled workers. So after you can't find a job in I.T. your labor is further diluted by a massive amount of unskilled foreigners. Americans are indeed suffering right now, but because of immigration. AI taking people's jobs would be sweet poetic justice. Please accelerate AI because it's pretty clear the government doesn't care enough to protect it's people.",AI,2
good info from both of them.,AI,1
Her voice makes this unwatchable 😭,AI,3
"I really can't understand why they’re so confident about achieving AGI. I don't see any evidence for it, a sentiment Yann LeCun shares, although I respect those two",AI,8
Very good insights at the end of the day what really matters is adoption rate weather it's India or America. Industry specific solutions. Most importantly the scale at which we have to execute these initiatives.,AI,0
Order=Power Instruction ? Personality Order ? Or Orderly Continue ??,AI,0
Thank you for your time for my Google AI system for India leading the world. I have all my company leading to themselves in India leading for my Big brother Sundar first 2nd I'm and my wife sure. Thank you so much everyone thank you.,AI,0
"Most of the people's comments are not civilzed and it does intake ""being respectful of other's opinions and comments . One must give freedom to other person's comments. As humans we hold a right to express our opinions based on observances and each person's individualistic ability to see through, visualize and make a co structured or unstructured comment is true to their own true beliefs. Idea is to keep contributing to one's own beliefs rather than to judge other people. Thats a way to grow.",AI,0
Do they earn 50000 dollars per day. What discussion.,AI,0
A must watchable debate and good to watch for youths of India and overseas.,AI,0
"Govt employees gets too much salary and bribe, and you want people to give civilized comments 😂gets too much of nonsense",AI,0
"These CEO's don't know that India has unique talent to live in 1985 even in 2026/27. Looks like this interview was before the 'shirtless protest' by a progressive thinking party !! Thanks to it's massive population that still shamelessly wants reservations in jobs, education, zero interest in upskilling, pathetic civic sense, highly corrupt officials across thousands of govt services at state level, local levels. It's next to impossible if masses are ever going to benefit with AI here.",AI,0
"The point about thinking in tasks rather than whole jobs is the most practical advice in this entire conversation. When you break manufacturing roles down to individual tasks, you realize AI replaces maybe 30% of what a person does and transforms the rest, but that nuance gets lost every time the headline just says ""jobs at risk.""",AI,1
If some revolution happening good  Congratulations  this  people,AI,1
All these companies does not even able to predict - how much people required for their business.  With this basic prediction missing - what’s the use of their AI innovation,AI,0
I notice nobody really talks about some of the darkness we are seeing out of AI,AI,2
"Great session , great job India leadership",AI,1
Google shud give free access to AI TOOLS &LLMS to boost devops,AI,0
AI IMPACT ON JKOBS AVOIDED,AI,0
"India does not have a single LLM of its own Neither any, infrastructure.Just talking in thin air is not going to take us anywhere",AI,0
"Can AI replace these CEOs faster than they think, so we don't need them to do their jobs and presentations which AI can do better?",AI,1
"SP had a tuff question and he has given fictions answer 
Everyone knows India is going to be consumer only",AI,0
INDIA has to get its infrastructure and basic  amenties soughted out first for the general population first,AI,1
Please upload in Hindi also.,AI,1
What is the nameof Interviewer ?,AI,0
Big up the question at about 20.50 :),AI,0
"I love how they say ""the next two decades"", but they know in reality it'll be in a few years (but they don't want to alarm anyone).",AI,1
sunder pichai is most foolish ceo,AI,0
Excellent questions by the Host. I liked answers from James.,AI,1
What is the secret to opening the lid of a water bottle?,AI,0
What's matter bihand open the water bottle nuts,AI,0
"AI will Not be the Problem of Future.
It will be Clownish Politicians who have No Clarity about true politics or true economics.
What is political Clowns?
The utopia of a Clownish Politician can never become reality. It is the path of all Clownish Politicians who assemble under Trump.
What is a political Clown?
The Psychology of Clownish Power
1. What “Clownish” Really Means
Clownishness is not about humor.
It is not about laughter.
It is not about entertainment.
In psychology, clownishness is the collapse of seriousness in the presence of responsibility.
It is when a person occupies a Position of Authority but Behaves as if Leadership is a Stage Performance.
The costume may be Formal.
The title may be Grand.
The  Consequences are Real.
But the Psychology operating behind the ""Role"" is not Mature.
Clownishness in Leadership is immaturity Amplified by Power.
2. The Inner Structure of the Clownish Personality
A clownish personality forms when three psychological Defects Combine:
Inflated Self-image
Fragile Ego
Low Conscience Regulation
The Ego feels itself Large size inside,
but that Feeling is only Delusional.
Because the ego is Fragile, it must constantly Defend itself.
Because it cannot tolerate Criticism, it turns Serious matters into Spectacle.
Because it lacks internal Grounding, it substitutes Performance for Substance.
The clown avoids Depth.
The clown performs Confidence.
The clown Fears Silence.

3. When Ego Replaces Conscience
In a healthy structure:
Emotion generates Energy.
Conscience governs Direction.
In a clownish structure:
Emotions become the  Governing Authority replacing Conscience.
Conscience is silenced by the Urge of Ego  to Show itself for praise and applause.
But the opposite happens when  Arrogance  reacts instead of Evaluation,
Speaks instead of Reflects.
Dominates instead of Understanding
Clownishness is Not Stupidity.
It is uncontrolled Emotionality Wearing the Mask of Intelligence.

4. Why Power Produces Clowns
Power Exposes psychological Incompletion.
When Authority grows Faster than self-regulation, 3 Distortions appear:
1. Attention Addiction
2. Image Obsession
3. Impulsive  Decision-making.

The leader becomes dependent on Applause and worship from public.
Policy becomes Theatre.
Public discourse becomes Noise.
The more insecure the inner Structure,
the Louder the Outer performance.
Thus clownishness is not Accidental.
It is the psychological Defense mechanism of a Cunning  Ego that cannot tolerate Vulnerability.

5. The Tragedy of Clownish Governance
When clownishness enters Politics or institutions:
Serious issues are Trivialized.
Complex problems are ignored as if it does not affect them..
Criticism is Mocked rather than Examined.
Opponents become Enemies instead of Collaborators.
Gradually the society begins to Mirror the leader’s Psychology.
Citizens lose Trust.
Debate becomes an emotional Spectacle.
Institutions Weaken.
A psycological clown in private life harms a Family.
A clown in public office destabilizes Civilization.

6. The Neuroscience of Performance Addiction
From a psychological perspective:
Public validation triggers Dopamine.
Applause becomes a chemical Reward.
Attention becomes an addictive Stimulus.
Without the conscious regulation, the psychology begins to chase stimulation instead of Honesty and Humility.
Over time:
Responsibility becomes Secondary.
Stage performance becomes Primary.
Image overrides Substance.
This is how Governance transforms into Drama.

7. The Difference Between Humor and Clownishness
Healthy humor comes from Confidence and Perspective.
Clownishness comes from Insecurity feeling and ego Defense.
Humor relaxes Tension.
Clownishness creates Instability.
Humor acknowledges Limitation.
Clownishness Denies it.
Being pleasant is the Nature of  a mature person  who laugh like children in public.
An immature Person  hides behind every  artificial  laughter.

8. The Civilizational Risk
In earlier eras, a clown was Confined to a stage.
In the digital age, Amplification multiplies the clownish Psychology.
Social media rewards Spectacles.
News cycles reward Controversy.
Algorithms reward emotional Extremes.
Thus incomplete personalities can Scale rapidly.
Clownishness becomes Viral.
And when viral personalities gain Authority, instability becomes Systemic.

9. The Antidote: 
Conscience Stabilization
Clownishness cannot be Cured by Criticism alone.
It requires:
Development of internal Self-awareness
Strengthening of intellectual Conscience
Regular training for Emotional regulation 
Structural accountability Systems
Mature leadership  does not need Applause.
Maturity in leaders tolerate Silence.
The mature leader can say, “I was wrong.”
Where conscience governs Emotion, Seriousness returns.

10. Final Diagnosis
Clownishness is Not about Laughter.
It is about the psychological incapacity to carry Weight.
It is the emotional Ego pretending to be Sovereign.
When ego becomes the foundation of Character: Honesty disappears.
Humility dissolves.
Reality distorts.
And governance becomes theatre.
A civilization that Elects Clowns does not have a Political problem.
It has a Psychological ONE.

Two thousand years ago, in a world ruled by empire, domination, and public spectacle, a radically different model of leadership was demonstrated through the Life of Jesus Christ.
He did not command through Fear.
He did not consolidate through Violence.
He did not lead by humiliating Opponents.
He introduced a structural inversion:
“If you want to lead, behave like the weakest.”
It is the Psychological Engineering of true Leadership.
2. Why Weakness Is Structurally Powerful
In incomplete psychology, leadership equals Superiority.
The ego believes:
To lead is to Dominate.
To command is to Control.
To rule is to Intimidate.
But weakness, consciously chosen, does something Radical:
It disarms Ego.
When a leader behaves like the Weakest:
They do not Compete for image.
They do not Fear Criticism.
They do not require Applause.
Weakness removes the need to Defend Identity.
And when identity is not under Threat, Clarity becomes Possible.

3. The Psychological Mechanics of True Authority
There are two forms of Authority:
1. Positional Authority
Given by title, election, inheritance, or force.
2. Moral Authority
Earned through Humility, Self-regulation, and Service.
Positional authority demands Obedience.
Moral authority Inspires Trust.
The second is more Stable.
When Christ washed the feet of his disciples, it was not symbolism alone.
It was a direct Assault on Hierarchical Ego structures.
He demonstrated that Leadership is not upward Elevation.
It is downward Grounding.
4. Weakness as Ego Neutralization
To behave like the weakest does not mean Incompetence.
It means:
You do not need to Appear Strong.
You need Not defend yourself at every Criticism.
You do not React emotionally to Opposition.
This creates psychological Stability.
The Ego seeks Validation.
The true leader works on Honesty.
The Nature of Honesty is Humility.
One does not exist without the other.😢",AI,0
Really happy and proud that such a grand event is happening in INDIA and all those master minds are coming to INDIA❤INDIA is going in a great direction👍Kudos to the anchor for asking such a great set of questions.DEMIS looks like Herschelle Gibbs😎,AI,1
"Knowledge sharing, induction training on machine intelligence..",AI,1
"About the last question to Sundar. 

What do you expect Sundar to say about India building its ecosystem, is he going to lash out ! Never! 

Instead it will always be goody goody words, especially in such forums. 

Check with entrepreneurs to understand the on the ground pain points and realities, which the partisan media may not like to highlight. 😊",AI,2
AI summit is where the companies came to sell their AI products.,AI,0
